finished_first_q1,finished_first_q2,dif_seconds_quali_first_second,dif_seconds_quali_second_third,dif_seconds_quali_third_fourth,dif_seconds_qualif_fourth_fifth,isAmericas,isAustralia,isEurope,is_reigning_constructor_champion,is_reigning_driver_champion,driverAge,hadRain,avg_temp,avg_humidity,avg_pressure,avg_wind_speed,constructorPositionPreRace,driverPositionPreRace,is_leader_25_percent_through,is_leader_50_percent_through,finishedFirst
0,0,0.9129999999999967,0.14000000000000057,0.9719999999999942,0.5450000000000017,0,0,0,1.0,1.0,9396,1,86.86666666666667,70.14,1006.5500000000001,5.55,3.0,3.0,0,0,1
1,1,0.2769999999999868,0.027000000000001023,0.07299999999999329,0.07200000000000273,0,0,0,0.0,0.0,10324,0,72.31666666666666,43.870000000000005,1010.0500000000001,16.483333333333334,4.0,4.0,0,0,0
0,0,0.2540000000000049,0.08299999999999841,0.09499999999999886,0.3160000000000025,0,0,0,0.0,0.0,10160,0,83.48333333333333,42.285,1003.6,20.483333333333334,4.0,7.0,0,0,0
0,0,0.2540000000000049,0.08199999999999363,0.12299999999999045,0.04100000000001103,0,0,1,0.0,0.0,10181,0,64.78333333333333,59.86833333333333,1020.5500000000001,9.033333333333333,4.0,9.0,0,0,0
0,0,0.09099999999999397,0.01300000000000523,0.2009999999999934,0.6410000000000053,0,0,1,0.0,0.0,10195,0,62.46666666666667,52.39833333333333,1012.6999999999999,9.200000000000001,4.0,9.0,1,1,1
1,0,0.0870000000000033,0.3849999999999909,0.1110000000000042,0.20000000000000284,1,0,0,1.0,1.0,9473,0,71.8,52.345,1018.0,6.75,1.0,1.0,0,1,1
1,0,0.4519999999999982,0.15200000000000102,0.009000000000000341,0.5160000000000053,0,0,1,0.0,0.0,10401,0,68.83333333333333,65.185,1020.6,12.166666666666666,3.0,4.0,0,0,0
0,0,0.10300000000000864,0.10699999999999932,0.2839999999999918,0.06700000000000728,0,0,1,0.0,0.0,10408,0,75.63333333333334,47.64666666666667,1027.8166666666666,12.116666666666667,2.0,4.0,0,0,0
0,0,0.0379999999999967,0.16899999999999693,0.125,0.07099999999999795,0,0,1,0.0,0.0,10429,0,95.51666666666667,25.016666666666666,1014.2166666666667,9.333333333333334,1.0,1.0,0,1,1
1,0,0.1880000000000024,0.125,0.9260000000000019,0.08099999999998886,0,0,1,0.0,0.0,10457,0,60.71666666666667,77.81,1012.5,4.683333333333334,2.0,4.0,0,0,0
1,1,0.21300000000000807,0.0969999999999942,0.06700000000000728,0.009999999999990905,0,0,1,1.0,1.0,9564,1,73.11666666666666,73.985,1018.3666666666667,8.85,1.0,1.0,1,0,1
0,1,0.09099999999999397,0.12599999999999056,0.0940000000000083,0.10199999999998965,0,0,0,1.0,1.0,9578,0,85.06666666666666,70.20166666666667,1008.0500000000001,8.816666666666666,1.0,1.0,1,1,1
0,1,0.21800000000000352,0.04399999999999693,0.06700000000000728,0.14799999999999613,0,0,0,1.0,1.0,9592,0,77.75,73.05499999999999,1019.25,8.066666666666666,1.0,1.0,1,1,1
0,0,0.1740000000000066,0.16400000000000148,0.11199999999999477,0.01300000000000523,0,0,0,0.0,0.0,13561,0,73.89999999999999,40.97833333333333,1018.4833333333332,9.016666666666667,1.0,5.0,0,0,0
0,1,0.7519999999999953,0.07000000000000739,0.10599999999999454,0.15399999999999636,0,0,0,1.0,1.0,9613,0,83.39999999999999,38.975,1009.7333333333332,5.916666666666667,1.0,1.0,0,1,1
0,0,0.11800000000000921,0.3439999999999941,0.08200000000000784,0.04099999999999682,0,0,0,0.0,0.0,13582,0,89.78333333333335,44.78333333333333,1011.9166666666666,7.8999999999999995,1.0,5.0,0,0,0
0,1,0.10300000000000864,0.7139999999999986,0.14099999999999113,0.049000000000006594,1,0,0,1.0,1.0,9634,0,84.58333333333333,55.50666666666667,1009.4,5.716666666666668,1.0,1.0,1,0,1
0,1,0.6230000000000047,0.4369999999999976,0.03300000000000125,0.10499999999998977,1,0,0,1.0,1.0,9641,0,69.4,79.76166666666667,1018.0166666666668,11.233333333333334,1.0,1.0,1,1,1
0,0,0.3170000000000073,0.046999999999997044,1.1500000000000057,0.07399999999999807,0,1,0,0.0,0.0,10660,1,64.38333333333334,43.163333333333334,1006.6,15.716666666666667,2.0,4.0,0,0,0
0,1,0.05499999999999261,0.5640000000000072,0.125,0.36599999999999966,0,0,0,0.0,0.0,10674,0,89.31666666666666,63.29,1005.9333333333334,7.483333333333333,2.0,19.0,1,1,1
0,1,0.27899999999999636,0.5870000000000033,0.19599999999999795,0.09900000000000375,0,0,0,0.0,0.0,10510,0,75.08333333333333,35.21333333333333,1017.3666666666667,14.15,1.0,1.0,0,0,0
1,1,0.5949999999999989,0.5050000000000097,0.18299999999999272,0.4939999999999998,0,0,0,0.0,0.0,10695,1,61.5,68.48,1016.3166666666666,8.766666666666667,1.0,2.0,1,1,1
0,0,0.16800000000000637,0.8849999999999909,0.3470000000000084,0.32800000000000296,0,0,1,0.0,0.0,10716,0,72.56666666666666,54.745000000000005,1016.1,11.366666666666667,1.0,2.0,1,1,1
1,0,0.0589999999999975,0.3359999999999985,0.1629999999999967,0.13900000000001,0,0,1,0.0,0.0,10559,0,67.06666666666666,58.73333333333333,1016.8833333333333,6.133333333333333,1.0,2.0,1,1,1
0,0,0.07900000000000773,0.5949999999999989,0.001999999999995339,0.028000000000005798,1,0,0,0.0,0.0,10573,0,80.46666666666667,38.528333333333336,1011.4333333333334,6.8999999999999995,1.0,1.0,1,1,0
0,0,0.0870000000000033,0.09799999999999898,0.340999999999994,0.18099999999999739,0,0,1,0.0,0.0,12111,0,76.93333333333334,32.725,1015.3666666666667,5.216666666666666,6.0,11.0,0,0,0
1,1,1.6200000000000045,0.8140000000000072,0.1290000000000049,0.08799999999999386,0,0,1,0.0,0.0,10601,0,64.63333333333334,51.754999999999995,1004.4833333333332,8.966666666666667,1.0,1.0,1,1,0
1,1,0.2190000000000083,0.3190000000000026,0.13599999999999568,0.0589999999999975,0,0,1,0.0,0.0,10615,0,76.31666666666666,62.538333333333334,1010.8000000000001,5.783333333333334,1.0,1.0,1,1,1
1,1,0.48599999999999,0.1530000000000058,0.03699999999999193,0.5180000000000007,0,0,1,0.0,0.0,10622,1,76.75,70.14999999999999,1012.8333333333334,6.383333333333333,1.0,1.0,0,0,0
1,0,0.22800000000000864,1.8979999999999961,0.06900000000000261,0.125,0,0,1,0.0,0.0,10650,0,56.800000000000004,62.74333333333334,1019.5,8.583333333333334,1.0,1.0,0,0,0
1,1,0.2739999999999867,0.31400000000000716,0.16799999999999216,0.44899999999999807,0,0,1,0.0,0.0,10835,0,75.56666666666666,63.855,1013.4499999999999,4.1499999999999995,1.0,2.0,0,0,1
0,0,0.007000000000005002,0.16599999999999682,0.04800000000000182,0.0049999999999954525,0,0,0,0.0,0.0,10849,0,85.08333333333333,66.09333333333333,1010.9,5.266666666666667,1.0,2.0,1,1,1
0,1,0.19700000000000273,0.42499999999999716,0.3990000000000009,0.21300000000000807,0,0,0,0.0,0.0,10692,1,66.75,95.04833333333333,1012.3000000000001,2.8833333333333333,1.0,2.0,1,1,0
1,1,0.19999999999998863,0.20700000000000784,0.20100000000000762,0.1559999999999917,0,0,0,0.0,0.0,10870,0,70.28333333333333,60.86333333333334,1015.7666666666668,6.516666666666667,1.0,1.0,1,1,1
0,1,0.37599999999999056,0.46300000000000807,0.2989999999999924,0.03900000000000148,1,0,0,0.0,0.0,10720,0,73.66666666666667,42.21333333333333,1022.6166666666667,15.083333333333334,1.0,2.0,1,0,0
1,1,0.03300000000000125,0.1910000000000025,0.058000000000006935,0.625,1,0,0,0.0,0.0,10727,0,74.95,58.27333333333333,1016.3333333333334,12.316666666666668,1.0,2.0,1,1,1
0,0,-0.15900000000000603,-0.09399999999999409,-0.7890000000000015,0.0,0,0,0,0.0,0.0,10741,0,79.95,65.045,1012.35,7.8500000000000005,1.0,2.0,0,0,0
1,1,0.5939999999999941,0.7970000000000113,0.03900000000000148,0.03299999999998704,0,1,0,1.0,1.0,11024,0,62.96666666666667,56.97833333333333,1016.9,13.516666666666666,1.0,1.0,1,1,1
1,0,0.07399999999999807,0.39100000000000534,1.2419999999999902,0.4099999999999966,0,0,0,1.0,1.0,11038,0,91.58333333333333,59.12833333333333,1007.9499999999999,7.083333333333333,1.0,1.0,0,0,0
0,1,0.04600000000000648,0.8589999999999947,0.2670000000000101,0.18899999999999295,0,0,0,1.0,1.0,11052,0,68.68333333333334,41.071666666666665,1016.8666666666667,8.200000000000001,1.0,1.0,0,1,1
1,1,0.41100000000000136,0.14699999999999136,0.09800000000001319,0.15399999999999636,0,0,0,1.0,1.0,11059,0,77.86666666666666,37.443333333333335,1011.0,15.35,1.0,1.0,1,1,1
0,1,0.2670000000000101,0.5099999999999909,0.2360000000000042,0.44199999999999307,0,0,1,0.0,0.0,10909,0,80.81666666666668,43.63333333333333,1023.2333333333332,9.25,1.0,2.0,0,1,1
0,0,0.34199999999999875,0.409000000000006,0.19199999999999307,0.14100000000000534,0,0,1,1.0,1.0,11094,0,66.43333333333334,62.32333333333333,1015.6,7.233333333333333,1.0,1.0,1,1,0
0,1,0.3089999999999975,0.3119999999999976,0.08800000000000807,0.09199999999999875,1,0,0,1.0,1.0,11108,0,69.35,30.838333333333335,1017.1833333333334,4.816666666666666,1.0,1.0,1,1,1
0,0,0.20000000000000284,0.15500000000000114,0.382000000000005,0.08599999999999852,0,0,1,1.0,1.0,11122,0,58.23333333333333,48.925000000000004,1018.0333333333333,3.5833333333333335,1.0,1.0,0,1,0
0,0,0.11299999999999955,0.724000000000018,0.06399999999999295,0.22999999999998977,0,0,1,1.0,1.0,11136,0,64.93333333333334,61.72833333333333,1015.9666666666667,8.066666666666666,1.0,1.0,0,1,1
1,1,0.5750000000000028,0.14400000000000546,0.03499999999999659,0.2459999999999951,0,0,1,1.0,1.0,11157,0,75.16666666666667,36.78,1013.25,11.383333333333333,1.0,1.0,0,0,0
1,0,0.4579999999999984,0.882000000000005,0.02400000000000091,0.03799999999998249,0,0,1,1.0,1.0,11185,0,71.56666666666666,43.80666666666667,1004.7166666666667,15.6,1.0,1.0,1,1,1
1,1,0.23400000000000887,0.054000000000002046,0.018000000000000682,0.23699999999999477,0,0,1,1.0,1.0,11199,0,70.21666666666665,39.63666666666666,1017.5166666666668,4.133333333333334,1.0,1.0,1,1,1
0,1,0.5430000000000064,0.23900000000000432,0.07800000000000296,0.5549999999999926,0,0,0,0.0,0.0,10306,0,86.0,72.35833333333333,1008.9499999999999,4.633333333333334,2.0,3.0,1,1,1
0,1,0.0759999999999934,0.3640000000000043,0.22100000000000364,0.09199999999999875,0,0,0,0.0,0.0,11049,0,80.11666666666666,55.07833333333334,1011.1833333333334,7.333333333333333,1.0,2.0,0,0,0
1,1,0.3199999999999932,0.4790000000000134,0.05299999999999727,0.38299999999999557,0,0,0,0.0,0.0,11063,0,64.38333333333334,46.64666666666667,1018.5,4.116666666666666,1.0,2.0,0,0,0
0,1,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,11077,1,62.5,86.13666666666667,1015.7833333333333,17.166666666666668,1.0,3.0,0,1,0
1,0,0.1880000000000024,0.18199999999998795,0.5480000000000018,0.0010000000000047748,1,0,0,0.0,0.0,11084,0,70.85000000000001,50.096666666666664,1018.15,5.183333333333334,1.0,3.0,1,1,1
0,0,0.07800000000000296,0.4440000000000026,0.2810000000000059,0.0589999999999975,1,0,0,0.0,0.0,11098,0,77.89999999999999,64.395,1014.8666666666667,8.4,1.0,2.0,1,1,1
0,0,0.37700000000000955,0.4369999999999976,0.13299999999999557,0.2600000000000051,0,0,0,0.0,0.0,11112,0,79.41666666666667,56.375,1015.5166666666668,10.75,1.0,2.0,1,1,1
1,1,0.35999999999999943,0.47799999999999443,0.3580000000000041,0.40099999999999625,0,1,0,1.0,1.0,11395,0,70.63333333333334,42.855,1018.6333333333333,7.1000000000000005,1.0,1.0,0,0,0
0,1,0.07699999999999818,0.4420000000000073,0.23199999999999932,0.6099999999999994,0,0,0,1.0,1.0,11409,0,72.73333333333333,38.09166666666667,1015.9,7.433333333333334,1.0,2.0,0,0,0
0,0,0.5150000000000006,0.05500000000000682,0.2740000000000009,0.04999999999998295,0,0,0,0.0,0.0,11252,0,69.96666666666667,38.285000000000004,1014.6999999999999,9.566666666666666,1.0,1.0,1,1,1
1,1,0.7059999999999889,0.4130000000000109,0.12699999999999534,0.35299999999999443,0,0,0,0.0,0.0,11266,0,61.050000000000004,69.96166666666666,1019.15,7.433333333333334,1.0,1.0,1,1,1
0,1,0.28000000000000114,0.4000000000000057,0.4069999999999965,0.02599999999999625,0,0,1,1.0,1.0,11451,0,71.18333333333334,58.961666666666666,1017.2166666666667,9.416666666666666,1.0,2.0,0,0,0
0,0,0.16899999999999693,0.15100000000001046,0.6099999999999852,0.1740000000000066,0,0,1,0.0,0.0,9829,1,64.28333333333333,84.66166666666668,1008.3833333333333,9.183333333333332,3.0,5.0,1,0,0
0,1,0.06199999999999761,0.11599999999999966,0.17600000000000193,0.24800000000000466,1,0,0,1.0,1.0,11479,0,52.550000000000004,60.004999999999995,1004.9833333333332,7.616666666666667,1.0,2.0,1,0,1
1,1,0.7569999999999908,0.4510000000000076,0.0,0.30299999999999727,0,0,0,0.0,0.0,11315,0,85.85000000000001,46.574999999999996,1015.5166666666668,11.733333333333334,1.0,1.0,1,1,1
0,1,0.5430000000000064,0.8199999999999932,0.4960000000000093,0.11899999999999977,0,0,1,1.0,1.0,11500,0,59.56666666666666,68.06666666666666,1021.3000000000001,2.3,1.0,2.0,1,0,1
0,1,0.3189999999999884,0.7070000000000078,0.3049999999999926,0.26300000000000523,0,0,1,1.0,1.0,11507,1,67.53333333333333,72.11833333333333,1006.3166666666666,13.316666666666665,1.0,2.0,1,1,1
1,0,0.14300000000000068,0.17199999999999704,0.277000000000001,0.31699999999999307,0,0,1,0.0,0.0,11350,0,84.3,50.92333333333334,1016.75,5.016666666666667,1.0,1.0,1,0,0
0,0,0.10699999999999932,0.2560000000000002,0.10800000000000409,0.3079999999999927,0,0,1,0.0,0.0,11357,0,74.58333333333333,49.824999999999996,1012.9333333333334,8.483333333333333,1.0,2.0,0,0,0
0,1,0.1490000000000009,0.016999999999995907,0.1980000000000075,0.10800000000000409,0,0,1,0.0,0.0,11385,0,76.71666666666667,54.51833333333334,1014.0666666666666,12.183333333333332,1.0,2.0,1,1,1
1,1,0.47799999999999443,0.35900000000000887,0.09299999999998931,0.3230000000000075,0,0,1,1.0,1.0,11563,0,81.16666666666667,52.538333333333334,1015.8333333333334,3.9333333333333336,1.0,1.0,0,0,0
0,1,0.5310000000000059,0.1729999999999876,0.04000000000000625,0.21199999999998909,0,0,0,0.0,0.0,11406,0,87.16666666666667,67.11,1007.9833333333335,4.1499999999999995,1.0,2.0,1,1,1
