,raceId,q3_lap_time_difference
1120,70,0.0519999999999925
1138,77,0.0
1139,77,0.0
1140,77,0.0
1141,77,0.0
1142,77,0.0
1158,78,0.0
1159,78,0.0
1160,78,0.0
1161,78,0.0
1162,78,0.0
1178,79,0.0
1179,79,0.0
1180,79,0.0
1181,79,0.0
1182,79,0.0
1198,80,0.0
1199,80,0.0
1200,80,0.0
1201,80,0.0
1202,80,0.0
1218,81,0.0
1219,81,0.0
1220,81,0.0
1221,81,0.0
1222,81,0.0
1238,82,0.0
1239,82,0.0
1240,82,0.0
1241,82,0.0
1242,82,0.0
1258,83,0.0
1259,83,0.0
1260,83,0.0
1261,83,0.0
1262,83,0.0
1278,84,0.0
1279,84,0.0
1280,84,0.0
1281,84,0.0
1282,84,0.0
1298,85,0.0
1299,85,0.0
1300,85,0.0
1301,85,0.0
1302,85,0.0
1318,86,0.0
1319,86,0.0
1320,86,0.0
1321,86,0.0
1322,86,0.0
1338,87,0.0
1339,87,0.0
1340,87,0.0
1341,87,0.0
1342,87,0.0
1358,88,0.0
1359,88,0.0
1360,88,0.0
1361,88,0.0
1362,88,0.0
1378,89,0.0
1379,89,0.0
1380,89,0.0
1381,89,0.0
1382,89,0.0
1398,104,0.0
1399,104,0.0
1400,104,0.0
1401,104,0.0
1402,104,0.0
1418,109,0.0
1419,109,0.0
1420,109,0.0
1421,109,0.0
1422,109,0.0
1438,125,0.0
1439,125,0.0
1440,125,0.0
1441,125,0.0
1442,125,0.0
1460,140,0.0
1461,140,0.0
1462,140,0.0
1463,140,0.0
1464,140,0.0
1480,156,0.0
1481,156,0.0
1482,156,0.0
1483,156,0.0
1484,156,0.0
1502,158,0.0
1503,158,0.0
1504,158,0.0
1505,158,0.0
1506,158,0.0
1524,160,0.0
1525,160,0.0
1526,160,0.0
1527,160,0.0
1528,160,0.0
1546,161,0.0
1547,161,0.0
1548,161,0.0
1549,161,0.0
1550,161,0.0
1568,173,0.0
1569,173,0.0
1570,173,0.0
1571,173,0.0
1572,173,0.0
1590,175,0.0
1591,175,0.0
1592,175,0.0
1593,175,0.0
1594,175,0.0
1612,176,0.0
1613,176,0.0
1614,176,0.0
1615,176,0.0
1616,176,0.0
1633,177,0.0
1634,177,0.0
1635,177,0.0
1636,177,0.0
1637,177,0.0
1655,191,0.0
1656,191,0.0
1657,191,0.0
1658,191,0.0
1659,191,0.0
1677,192,0.0
1678,192,0.0
1679,192,0.0
1680,192,0.0
1681,192,0.0
1699,193,0.0
1700,193,0.0
1701,193,0.0
1702,193,0.0
1703,193,0.0
1721,199,0.0
1722,199,0.0
1723,199,0.0
1724,199,0.0
1725,199,0.0
1743,200,0.0
1744,200,0.0
1745,200,0.0
1746,200,0.0
1747,200,0.0
1765,201,0.0
1766,201,0.0
1767,201,0.0
1768,201,0.0
1769,201,0.0
1786,203,0.0
1787,203,0.0
1788,203,0.0
1789,203,0.0
1790,203,0.0
1808,207,0.0
1809,207,0.0
1810,207,0.0
1811,207,0.0
1812,207,0.0
1830,208,0.0
1831,208,0.0
1832,208,0.0
1833,208,0.0
1834,208,0.0
1852,209,0.0
1853,209,0.0
1854,209,0.0
1855,209,0.0
1856,209,0.0
1874,210,0.0
1875,210,0.0
1876,210,0.0
1877,210,0.0
1878,210,0.0
1896,211,0.0
1897,211,0.0
1898,211,0.0
1899,211,0.0
1900,211,0.0
1918,212,0.0
1919,212,0.0
1920,212,0.0
1921,212,0.0
1922,212,0.0
1940,213,0.0
1941,213,0.0
1942,213,0.0
1943,213,0.0
1944,213,0.0
1962,214,0.0
1963,214,0.0
1964,214,0.0
1965,214,0.0
1966,214,0.0
1984,215,0.0
1985,215,0.0
1986,215,0.0
1987,215,0.0
1988,215,0.0
2006,216,0.0
2007,216,0.0
2008,216,0.0
2009,216,0.0
2010,216,0.0
2028,224,0.0
2029,224,0.0
2030,224,0.0
2031,224,0.0
2032,224,0.0
2048,225,0.0
2049,225,0.0
2050,225,0.0
2051,225,0.0
2052,225,0.0
2070,226,0.0
2071,226,0.0
2072,226,0.0
2073,226,0.0
2074,226,0.0
2092,227,0.0
2093,227,0.0
2094,227,0.0
2095,227,0.0
2096,227,0.0
2112,228,0.0
2113,228,0.0
2114,228,0.0
2115,228,0.0
2116,228,0.0
2132,229,0.0
2133,229,0.0
2134,229,0.0
2135,229,0.0
2136,229,0.0
2154,230,0.0
2155,230,0.0
2156,230,0.0
2157,230,0.0
2158,230,0.0
2174,240,0.0
2175,240,0.0
2176,240,0.0
2177,240,0.0
2178,240,0.0
2200,241,0.0
2201,241,0.0
2202,241,0.0
2203,241,0.0
2204,241,0.0
2226,242,0.0
2227,242,0.0
2228,242,0.0
2229,242,0.0
2230,242,0.0
2252,243,0.0
2253,243,0.0
2254,243,0.0
2255,243,0.0
2256,243,0.0
2278,244,0.0
2279,244,0.0
2280,244,0.0
2281,244,0.0
2282,244,0.0
2304,245,0.0
2305,245,0.0
2306,245,0.0
2307,245,0.0
2308,245,0.0
2328,246,0.0
2329,246,0.0
2330,246,0.0
2331,246,0.0
2332,246,0.0
2352,247,0.0
2353,247,0.0
2354,247,0.0
2355,247,0.0
2356,247,0.0
2376,248,0.0
2377,248,0.0
2378,248,0.0
2379,248,0.0
2380,248,0.0
2400,249,0.0
2401,249,0.0
2402,249,0.0
2403,249,0.0
2404,249,0.0
2424,250,0.0
2425,250,0.0
2426,250,0.0
2427,250,0.0
2428,250,0.0
2448,251,0.0
2449,251,0.0
2450,251,0.0
2451,251,0.0
2452,251,0.0
2472,252,0.0
2473,252,0.0
2474,252,0.0
2475,252,0.0
2476,252,0.0
2496,253,0.0
2497,253,0.0
2498,253,0.0
2499,253,0.0
2500,253,0.0
2520,254,0.0
2521,254,0.0
2522,254,0.0
2523,254,0.0
2524,254,0.0
2544,255,0.0
2545,255,0.0
2546,255,0.0
2547,255,0.0
2548,255,0.0
2568,256,0.0
2569,256,0.0
2570,256,0.0
2571,256,0.0
2572,256,0.0
2592,257,0.0
2593,257,0.0
2594,257,0.0
2595,257,0.0
2596,257,0.0
2618,258,0.0
2619,258,0.0
2620,258,0.0
2621,258,0.0
2622,258,0.0
2644,259,0.0
2645,259,0.0
2646,259,0.0
2647,259,0.0
2648,259,0.0
2672,261,0.0
2673,261,0.0
2674,261,0.0
2675,261,0.0
2676,261,0.0
2698,262,0.0
2699,262,0.0
2700,262,0.0
2701,262,0.0
2702,262,0.0
2724,263,0.0
2725,263,0.0
2726,263,0.0
2727,263,0.0
2728,263,0.0
2750,264,0.0
2751,264,0.0
2752,264,0.0
2753,264,0.0
2754,264,0.0
2776,265,0.0
2777,265,0.0
2778,265,0.0
2779,265,0.0
2780,265,0.0
2802,266,0.0
2803,266,0.0
2804,266,0.0
2805,266,0.0
2806,266,0.0
2828,267,0.0
2829,267,0.0
2830,267,0.0
2831,267,0.0
2832,267,0.0
2854,268,0.0
2855,268,0.0
2856,268,0.0
2857,268,0.0
2858,268,0.0
2880,269,0.0
2881,269,0.0
2882,269,0.0
2883,269,0.0
2884,269,0.0
2906,270,0.0
2907,270,0.0
2908,270,0.0
2909,270,0.0
2910,270,0.0
2932,271,0.0
2933,271,0.0
2934,271,0.0
2935,271,0.0
2936,271,0.0
2958,272,0.0
2959,272,0.0
2960,272,0.0
2961,272,0.0
2962,272,0.0
3004,2,0.0
3005,2,0.09199999999999875
3006,2,0.24500000000000455
3007,2,0.13300000000000978
3008,2,0.03899999999998727
3024,3,0.0
3025,3,0.19700000000000273
3026,3,0.08500000000000796
3027,3,0.026999999999986812
3028,3,0.03900000000000148
3044,4,0.0
3045,4,0.2810000000000059
3046,4,0.30299999999999727
3047,4,0.028999999999996362
3048,4,0.15200000000000102
3064,5,0.0
3065,5,0.13299999999999557
3066,5,0.10200000000000387
3067,5,0.17199999999999704
3068,5,0.1150000000000091
3084,6,0.0
3085,6,0.024999999999991473
3086,6,0.15000000000000568
3087,6,0.19400000000000261
3088,6,0.16599999999999682
3104,7,0.0
3105,7,0.10499999999998977
3106,7,0.15800000000001546
3107,7,0.033999999999991815
3108,7,0.05299999999999727
3124,8,0.0
3125,8,0.3469999999999942
3126,8,0.012000000000000455
3127,8,0.2230000000000132
3128,8,0.125
3144,9,0.0
3145,9,0.12700000000000955
3146,9,0.11599999999999966
3147,9,0.006999999999990791
3148,9,0.1360000000000099
3164,10,0.0
3165,10,0.0379999999999967
3166,10,0.13400000000000034
3167,10,0.09799999999999898
3168,10,0.05100000000000193
3184,11,0.0
3185,11,0.042999999999992156
3186,11,0.03100000000000591
3187,11,0.2259999999999991
3188,11,0.031999999999996476
3204,12,0.0
3205,12,0.08700000000001751
3206,12,0.10499999999998977
3207,12,0.01300000000000523
3208,12,0.07299999999999329
3224,13,0.0
3225,13,0.19499999999999318
3226,13,0.26200000000000045
3227,13,0.32200000000000273
3228,13,0.1700000000000017
3244,14,0.0
3245,14,0.3130000000000166
3246,14,0.14399999999999125
3247,14,0.37400000000000944
3248,14,0.10599999999999454
3264,15,0.0
3265,15,0.060000000000002274
3266,15,0.17500000000001137
3267,15,0.07099999999999795
3268,15,0.1939999999999884
3284,16,0.0
3285,16,0.09200000000001296
3286,16,0.24399999999999977
3287,16,0.18500000000000227
3288,16,0.07099999999999795
3304,17,0.0
3305,17,0.6670000000000016
3306,17,0.11099999999999
3307,17,0.060000000000002274
3308,17,0.10599999999999454
3324,337,0.0
3325,337,0.14099999999999113
3326,337,0.36600000000001387
3327,337,0.6089999999999947
3328,337,0.02400000000000091
3348,338,0.0
3349,338,0.11599999999999966
3350,338,0.07600000000000762
3351,338,0.563999999999993
3352,338,0.16200000000000614
3372,339,0.0
3373,339,1.3460000000000036
3374,339,0.11599999999999966
3375,339,0.125
3376,339,0.0870000000000033
3396,340,0.0
3397,340,0.25
3398,340,0.10500000000000398
3399,340,0.010000000000005116
3400,340,0.055999999999997385
3420,341,0.0
3421,341,0.10599999999999454
3422,341,0.7280000000000086
3423,341,0.10799999999998988
3424,341,0.054000000000002046
3444,342,0.0
3445,342,0.29400000000001114
3446,342,0.10699999999999932
3447,342,0.055999999999997385
3448,342,0.1490000000000009
3468,343,0.0
3469,343,0.13799999999999102
3470,343,0.3270000000000124
3471,343,0.021000000000000796
3472,343,0.0759999999999934
3492,344,0.0
3493,344,0.2680000000000007
3494,344,0.046999999999997044
3495,344,0.015000000000000568
3496,344,0.08499999999999375
3516,345,0.0
3517,345,0.07500000000000284
3518,345,0.30699999999998795
3519,345,0.10600000000000875
3520,345,0.05200000000000671
3540,346,0.0
3541,346,0.14300000000000068
3542,346,0.6680000000000064
3543,346,0.12999999999999545
3544,346,0.06900000000000261
3564,347,0.0
3565,347,0.0020000000000095497
3566,347,0.4969999999999857
3567,347,0.05700000000000216
3568,347,0.0799999999999983
3588,348,0.0
3589,348,0.41100000000000136
3590,348,0.8029999999999973
3591,348,0.3440000000000083
3592,348,0.16799999999999216
3612,349,0.0
3613,349,0.08500000000000796
3614,349,0.23699999999999477
3615,349,0.027000000000015234
3616,349,0.07899999999999352
3636,350,0.0
3637,350,0.12199999999999989
3638,350,0.20900000000000318
3639,350,0.13999999999998636
3640,350,0.19000000000001194
3660,351,0.0
3661,351,0.06699999999999307
3662,351,0.11400000000000432
3663,351,0.37300000000000466
3664,351,0.03300000000000125
3684,352,0.0
3685,352,0.06800000000001205
3686,352,0.3159999999999883
3687,352,0.06199999999999761
3688,352,0.12100000000000932
3708,353,0.0
3709,353,0.07399999999998386
3710,353,0.10699999999999932
3711,353,0.2960000000000065
3712,353,0.472999999999999
3732,354,0.0
3733,354,1.0490000000000066
3734,354,0.117999999999995
3735,354,0.10999999999999943
3736,354,0.24200000000000443
3756,355,0.0
3757,355,0.0309999999999917
3758,355,0.36700000000000443
3759,355,0.03100000000000591
3760,355,0.10199999999998965
3780,108,0.0
3781,108,0.0
3782,108,0.0
3783,108,0.0
3784,108,0.0
3800,110,0.0
3801,110,0.0
3802,110,0.0
3803,110,0.0
3804,110,0.0
3820,111,0.0
3821,111,0.0
3822,111,0.0
3823,111,0.0
3824,111,0.0
3840,112,0.0
3841,112,0.0
3842,112,0.0
3843,112,0.0
3844,112,0.0
3860,113,0.0
3861,113,0.0
3862,113,0.0
3863,113,0.0
3864,113,0.0
3880,114,0.0
3881,114,0.0
3882,114,0.0
3883,114,0.0
3884,114,0.0
3899,115,0.0
3900,115,0.0
3901,115,0.0
3902,115,0.0
3903,115,0.0
3919,116,0.0
3920,116,0.0
3921,116,0.0
3922,116,0.0
3923,116,0.0
3939,117,0.0
3940,117,0.0
3941,117,0.0
3942,117,0.0
3943,117,0.0
3959,118,0.0
3960,118,0.0
3961,118,0.0
3962,118,0.0
3963,118,0.0
3979,119,0.0
3980,119,0.0
3981,119,0.0
3982,119,0.0
3983,119,0.0
3999,120,0.0
4000,120,0.0
4001,120,0.0
4002,120,0.0
4003,120,0.0
4019,121,0.0
4020,121,0.0
4021,121,0.0
4022,121,0.0
4023,121,0.0
4039,122,0.0
4040,122,0.0
4041,122,0.0
4042,122,0.0
4043,122,0.0
4059,123,0.0
4060,123,0.0
4061,123,0.0
4062,123,0.0
4063,123,0.0
4079,90,0.0
4080,90,0.0
4081,90,0.0
4082,90,0.0
4083,90,0.0
4099,91,0.0
4100,91,0.0
4101,91,0.0
4102,91,0.0
4103,91,0.0
4119,92,0.0
4120,92,0.0
4121,92,0.0
4122,92,0.0
4123,92,0.0
4139,93,0.0
4140,93,0.0
4141,93,0.0
4142,93,0.0
4143,93,0.0
4159,94,0.0
4160,94,0.0
4161,94,0.0
4162,94,0.0
4163,94,0.0
4179,95,0.0
4180,95,0.0
4181,95,0.0
4182,95,0.0
4183,95,0.0
4199,96,0.0
4200,96,0.0
4201,96,0.0
4202,96,0.0
4203,96,0.0
4219,97,0.0
4220,97,0.0
4221,97,0.0
4222,97,0.0
4223,97,0.0
4239,98,0.0
4240,98,0.0
4241,98,0.0
4242,98,0.0
4243,98,0.0
4259,99,0.0
4260,99,0.0
4261,99,0.0
4262,99,0.0
4263,99,0.0
4279,100,0.0
4280,100,0.0
4281,100,0.0
4282,100,0.0
4283,100,0.0
4299,101,0.0
4300,101,0.0
4301,101,0.0
4302,101,0.0
4303,101,0.0
4319,102,0.0
4320,102,0.0
4321,102,0.0
4322,102,0.0
4323,102,0.0
4339,103,0.0
4340,103,0.0
4341,103,0.0
4342,103,0.0
4343,103,0.0
4359,105,0.0
4360,105,0.0
4361,105,0.0
4362,105,0.0
4363,105,0.0
4379,106,0.0
4380,106,0.0
4381,106,0.0
4382,106,0.0
4383,106,0.0
4399,107,0.0
4400,107,0.0
4401,107,0.0
4402,107,0.0
4403,107,0.0
4419,71,0.0
4420,71,0.0
4421,71,0.0
4422,71,0.0
4423,71,0.0
4439,72,0.0
4440,72,0.0
4441,72,0.0
4442,72,0.0
4443,72,0.0
4459,73,0.0
4460,73,0.0
4461,73,0.0
4462,73,0.0
4463,73,0.0
4479,74,0.0
4480,74,0.0
4481,74,0.0
4482,74,0.0
4483,74,0.0
4499,75,0.0
4500,75,0.0
4501,75,0.0
4502,75,0.0
4503,75,0.0
4517,76,0.0
4518,76,0.0
4519,76,0.0
4520,76,0.0
4521,76,0.0
4535,841,0.0
4536,841,0.7780000000000058
4537,841,0.08799999999999386
4538,841,0.38400000000000034
4539,841,0.1950000000000074
4557,842,0.0
4560,842,0.103999999999985
4561,842,0.2050000000000125
4562,842,0.021000000000000796
4563,842,0.6019999999999897
4583,843,0.0
4584,843,0.7149999999999892
4585,843,0.04200000000000159
4586,843,0.20700000000000784
4587,843,0.44899999999999807
4607,844,0.0
4608,844,0.40500000000000114
4609,844,0.11999999999999034
4610,844,0.021000000000000796
4611,844,0.2560000000000002
4630,845,0.0
4631,845,0.20000000000000284
4632,845,0.7800000000000011
4633,845,0.0030000000000001137
4634,845,0.031999999999996476
4653,846,0.0
4654,846,0.4410000000000025
4655,846,0.02200000000000557
4656,846,0.46399999999999864
4657,846,0.19899999999999807
4677,847,0.0
4678,847,0.18500000000000227
4679,847,0.018000000000000682
4680,847,0.2120000000000033
4681,847,0.13599999999999568
4701,848,0.0
4702,848,0.1880000000000024
4703,848,0.21699999999999875
4704,848,0.07400000000001228
4705,848,0.08099999999998886
4725,849,0.0
4726,849,0.031999999999996476
4727,849,0.08499999999999375
4728,849,0.6080000000000041
4729,849,0.7740000000000009
4749,850,0.0
4750,850,0.05499999999999261
4751,850,0.08200000000000784
4752,850,0.2259999999999991
4753,850,0.4679999999999893
4773,851,0.0
4774,851,0.16300000000001091
4775,851,0.04599999999999227
4776,851,0.3259999999999934
4777,851,0.015000000000000568
4797,852,0.0
4798,852,0.43199999999998795
4799,852,0.646000000000015
4800,852,0.8799999999999955
4801,852,0.29599999999999227
4820,854,0.0
4821,854,0.3509999999999991
4822,854,0.07200000000000273
4823,854,0.0049999999999954525
4824,854,0.06499999999999773
4844,855,0.0
4845,855,0.00899999999998613
4846,855,0.14200000000001012
4847,855,0.1869999999999976
4848,855,0.08199999999999363
4868,856,0.0
4869,856,0.2220000000000084
4870,856,0.08400000000000318
4871,856,0.34199999999999875
4872,856,0.36299999999999955
4892,857,0.0
4893,857,0.2960000000000065
4894,857,0.033999999999991815
4895,857,0.01100000000000989
4896,857,0.4309999999999974
4916,858,0.0
4917,858,0.14100000000000534
4918,858,0.009000000000000341
4919,858,0.22700000000000387
4920,858,0.19999999999998863
4939,859,0.0
4940,859,0.18099999999999739
4941,859,0.1839999999999975
4942,859,0.19700000000000273
4943,859,0.11099999999999
4963,860,0.0
4964,860,0.15200000000000102
4965,860,0.22799999999999443
4966,860,0.034000000000006025
4967,860,0.3149999999999977
4987,861,0.0
4988,861,0.1490000000000009
4989,861,0.022999999999996135
4990,861,0.07000000000000739
4991,861,0.0
5011,862,0.0
5012,862,0.5049999999999955
5013,862,0.06499999999999773
5014,862,0.09299999999998931
5015,862,0.11400000000000432
5035,863,0.0
5036,863,0.09800000000001319
5037,863,0.11699999999999022
5038,863,0.07399999999999807
5039,863,0.10999999999999943
5059,864,0.0
5060,864,0.578000000000003
5061,864,0.016999999999995907
5062,864,0.1220000000000141
5063,864,0.06299999999998818
5083,865,0.0
5084,865,0.0799999999999983
5085,865,0.06700000000000728
5086,865,0.1349999999999909
5087,865,0.055999999999997385
5106,866,0.0
5107,866,0.30299999999999727
5108,866,0.06399999999999295
5109,866,0.1950000000000074
5110,866,0.06499999999999773
5130,867,0.0
5131,867,0.32399999999999807
5132,867,0.06499999999999773
5133,867,0.030000000000001137
5134,867,0.008000000000009777
5153,868,0.0
5154,868,0.046999999999997044
5155,868,0.22700000000000387
5156,868,0.17899999999998784
5157,868,0.8659999999999997
5177,869,0.0
5178,869,0.40500000000000114
5179,869,0.46999999999999886
5180,869,0.9629999999999939
5181,869,1.0420000000000016
5201,870,0.0
5202,870,0.4129999999999967
5203,870,0.04999999999999716
5204,870,0.1670000000000016
5205,870,0.14700000000000557
5225,871,0.0
5226,871,0.2980000000000018
5227,871,0.02199999999999136
5228,871,0.3119999999999976
5229,871,0.013999999999995794
5249,872,0.0
5250,872,0.12299999999999045
5251,872,0.11400000000000432
5252,872,0.05700000000000216
5253,872,0.23599999999999
5272,873,0.0
5273,873,0.4420000000000073
5274,873,0.10099999999999909
5275,873,0.033999999999991815
5276,873,0.27700000000001523
5296,874,0.0
5297,874,0.2510000000000048
5298,874,0.19999999999998863
5299,874,0.4100000000000108
5300,874,0.1979999999999933
5320,875,0.0
5321,875,0.07400000000001228
5322,875,0.1529999999999916
5323,875,0.06499999999999773
5324,875,0.09100000000000819
5343,876,0.0
5344,876,0.04399999999999693
5345,876,0.21699999999999875
5346,876,0.11499999999999488
5347,876,0.11400000000000432
5367,877,0.0
5368,877,0.3480000000000132
5369,877,0.09499999999999886
5370,877,0.1529999999999916
5371,877,0.033999999999991815
5391,878,0.0
5392,878,0.10899999999999466
5393,878,0.40800000000001546
5394,878,0.4129999999999967
5395,878,0.12099999999999511
5415,879,0.0
5416,879,0.05500000000000682
5417,879,0.06799999999999784
5418,879,0.17900000000000205
5419,879,0.22699999999998965
5439,880,0.0
5440,880,0.4200000000000017
5441,880,0.2600000000000051
5442,880,0.4029999999999916
5443,880,0.0030000000000001137
5461,881,0.0
5462,881,0.9129999999999967
5463,881,0.14000000000000057
5464,881,0.9719999999999942
5465,881,0.5450000000000017
5483,882,0.0
5484,882,0.2769999999999868
5485,882,0.027000000000001023
5486,882,0.07299999999999329
5487,882,0.07200000000000273
5505,883,0.0
5506,883,0.2540000000000049
5507,883,0.08299999999999841
5508,883,0.09499999999999886
5509,883,0.3160000000000025
5527,884,0.0
5528,884,0.2540000000000049
5529,884,0.08199999999999363
5530,884,0.12299999999999045
5531,884,0.04100000000001103
5549,885,0.0
5550,885,0.09099999999999397
5551,885,0.01300000000000523
5552,885,0.2009999999999934
5553,885,0.6410000000000053
5571,886,0.0
5572,886,0.0870000000000033
5573,886,0.3849999999999909
5574,886,0.1110000000000042
5575,886,0.20000000000000284
5593,887,0.0
5594,887,0.4519999999999982
5595,887,0.15200000000000102
5596,887,0.009000000000000341
5597,887,0.5160000000000053
5615,888,0.0
5616,888,0.10300000000000864
5617,888,0.10699999999999932
5618,888,0.2839999999999918
5619,888,0.06700000000000728
5637,890,0.0
5638,890,0.0379999999999967
5639,890,0.16899999999999693
5640,890,0.125
5641,890,0.07099999999999795
5659,891,0.0
5660,891,0.1880000000000024
5661,891,0.125
