@relation dataset_scaled

@attribute finished_first_q1 numeric
@attribute finished_first_q2 numeric
@attribute dif_seconds_quali_first_second numeric
@attribute dif_seconds_quali_second_third numeric
@attribute dif_seconds_quali_third_fourth numeric
@attribute dif_seconds_qualif_fourth_fifth numeric
@attribute isAmericas numeric
@attribute isAustralia numeric
@attribute isEurope numeric
@attribute is_reigning_constructor_champion numeric
@attribute is_reigning_driver_champion numeric
@attribute driverAge numeric
@attribute hadRain numeric
@attribute avg_temp numeric
@attribute avg_humidity numeric
@attribute avg_pressure numeric
@attribute avg_wind_speed numeric
@attribute finishedFirst {n,y}

@data
1.135369,1.074436,3.725058,-0.332805,-0.019697,2.295959,0,0,0,-0.741798,-0.741798,0.961236,-0.453609,-0.113792,-1.645216,-0.676777,-1.163098,y
-0.880771,-0.930721,0.31856,-0.722135,0.14848,-0.695219,0,0,0,-0.741798,-0.741798,0.354996,2.204541,1.000271,1.733773,-0.544845,-0.478745,n
1.135369,-0.930721,-0.829327,0.635353,-0.626018,-0.191942,0,0,0,-0.741798,-0.741798,0.980245,-0.453609,1.46321,1.065624,-1.260575,-0.974166,n
1.135369,1.074436,0.355722,-0.329359,1.414231,-0.842404,0,0,0,-0.741798,-0.741798,0.984997,-0.453609,0.394311,0.540389,1.374764,-1.314244,y
1.135369,1.074436,-0.028284,-0.050282,-0.825174,-0.96585,0,0,0,-0.741798,-0.741798,0.994501,-0.453609,0.164724,-0.125107,0.99546,1.104084,y
-0.880771,-0.930721,-0.660034,0.428629,-0.758789,0.363563,0,0,0,-0.741798,-0.741798,0.383509,-0.453609,-0.426181,-0.669464,0.342397,-1.242869,n
-0.880771,-0.930721,-0.85823,-0.198434,0.847741,0.957051,0,0,0,-0.741798,-0.741798,-0.141265,-0.453609,0.74622,-1.836321,-0.851587,0.163623,n
1.135369,-0.930721,-0.304932,0.476865,-0.059528,-0.842404,0,0,0,-0.741798,-0.741798,-0.131761,-0.453609,0.322801,-0.206567,0.764579,0.096448,y
1.135369,-0.930721,1.726579,-0.777261,-0.683552,0.330328,0,0,0,1.348076,1.348076,1.099049,-0.453609,0.087191,-1.409303,-3.178865,0.526373,n
-0.880771,1.074436,-0.424676,-0.732471,-0.440138,-0.120723,0,0,0,-0.741798,-0.741798,0.492809,-0.453609,0.604327,0.386842,-0.86346,-0.284775,y
1.135369,-0.930721,-0.655905,0.714597,-0.643721,-0.391354,0,0,0,-0.741798,-0.741798,0.497561,-0.453609,-0.748356,-1.817553,0.76326,0.254311,n
-0.880771,-0.930721,-0.276029,-0.260451,-0.537504,-0.571774,0,0,0,-0.741798,-0.741798,0.507066,-0.453609,-1.653909,0.312832,1.107602,4.597224,n
-0.880771,-0.930721,-0.849972,-0.494738,0.493685,0.002722,0,0,0,1.348076,1.348076,1.132314,2.204541,-1.611002,0.240811,0.157692,0.153547,y
1.135369,1.074436,-0.069574,-0.146753,-0.714532,-0.134967,0,0,0,-0.741798,-0.741798,0.031171,-0.453609,0.139131,0.579693,0.304137,-0.017751,y
1.135369,-0.930721,-0.63113,-0.536083,-0.603889,-0.495807,0,0,0,-0.741798,-0.741798,0.535578,-0.453609,-0.933531,-1.560241,0.885956,-1.221877,y
1.135369,1.074436,-0.527903,0.059971,0.484833,-0.063748,0,0,0,1.348076,1.348076,1.160827,-0.453609,0.602069,-0.198477,0.122071,0.158585,y
-0.880771,-0.930721,-0.936683,0.273586,0.002432,-0.111227,0,0,0,-0.741798,-0.741798,0.015556,-0.453609,-0.906433,-0.319042,-0.622025,-0.032866,n
-0.880771,1.074436,-0.833456,-0.625664,0.139629,0.862093,0,0,0,1.348076,1.348076,1.170331,-0.453609,1.067266,-1.276667,2.164377,0.00744,n
-0.880771,-0.930721,-0.172802,-0.360368,0.352062,0.828857,0,0,0,-0.741798,-0.741798,0.564091,2.204541,0.084933,0.64495,-0.18665,-0.587066,n
-0.880771,-0.930721,0.058427,-0.811715,-0.758789,1.564782,0,0,0,1.348076,1.348076,1.184588,-0.453609,1.916362,-1.207034,-0.72889,-0.793631,y
1.135369,-0.930721,1.982582,9.338438,-0.674701,0.116672,0,0,0,1.348076,1.348076,1.203597,-0.453609,-1.495832,-0.867886,0.165608,-0.783555,n
-0.880771,-0.930721,-0.350352,-0.76348,0.737098,3.587389,0,0,0,-0.741798,-0.741798,2.504331,2.204541,-0.716741,1.073626,0.418918,-0.592104,n
-0.880771,-0.930721,0.302044,0.201233,-0.537504,-0.529043,0,0,0,1.348076,1.348076,1.217853,2.204541,1.193727,0.683945,-1.286962,-0.607219,y
-0.880771,-0.930721,-0.416418,0.604345,0.436151,3.51617,0,0,0,-0.741798,-0.741798,0.077334,-0.453609,0.010411,0.908628,0.513909,-0.82386,n
1.135369,-0.930721,0.219462,2.626795,1.18852,0.173647,0,0,0,1.348076,1.348076,1.232109,-0.453609,0.599811,0.077935,-0.566614,-0.078209,y
1.135369,-0.930721,-0.763261,-0.780707,0.502536,3.202809,0,0,0,1.348076,1.348076,1.241614,-0.453609,-0.237995,-1.099334,1.879404,0.632174,n
-0.880771,-0.930721,-0.907779,-0.436167,-0.528652,-0.063748,0,0,0,-0.741798,-0.741798,0.135718,-0.453609,-0.445752,-0.01796,0.359548,-0.894395,n
-0.880771,-0.930721,-0.63113,-0.580874,-0.79862,0.562975,0,0,0,1.348076,1.348076,1.25587,-0.453609,0.112032,1.091797,-0.020416,1.015076,y
-0.880771,1.074436,-0.346223,-0.229443,0.197163,-0.794925,0,0,0,1.348076,1.348076,1.265375,2.204541,1.313413,-0.28774,-0.214356,1.39294,y
-0.880771,1.074436,-0.552678,1.227962,-0.289664,-0.386606,0,0,0,1.348076,1.348076,1.341409,-0.453609,0.039768,0.752384,0.292263,-0.456073,n
1.135369,1.074436,0.198816,-0.708353,-0.572909,1.38911,0,0,0,-0.741798,-0.741798,-1.816062,-0.453609,0.412377,0.246514,-2.015226,3.035388,n
1.135369,-0.930721,-0.920167,0.146106,-0.789769,0.09768,0,0,0,-0.741798,-0.741798,0.210395,-0.453609,-0.987729,-0.179908,0.933452,1.619658,n
-0.880771,-0.930721,-0.771519,0.025517,0.338785,1.522051,0,0,0,-0.741798,-0.741798,0.219899,-0.453609,-0.956114,-0.421569,-0.859503,2.269584,y
1.135369,1.074436,1.602706,-0.012382,-0.488821,0.130916,0,0,0,-0.741798,-0.741798,0.229404,-0.453609,-0.53834,-0.300738,1.182803,0.637213,n
-0.880771,-0.930721,-0.660034,0.528546,0.489259,-0.519547,0,0,0,1.348076,1.348076,1.388931,-0.453609,-0.502208,0.748538,-0.562656,-0.445997,y
1.135369,-0.930721,-0.164543,0.821405,-0.196725,-0.927867,0,0,0,-0.741798,-0.741798,0.782691,-0.453609,1.092106,-2.6318,1.721085,-1.070731,n
-0.880771,-0.930721,0.165784,0.428629,1.100006,-0.923119,0,0,0,1.348076,1.348076,1.407939,-0.453609,0.992744,-0.561234,-0.008542,0.808511,y
-0.880771,1.074436,0.054298,-0.201879,-0.431287,1.574278,0,0,0,-0.741798,-0.741798,-1.754284,-0.453609,2.004434,-2.20498,-0.095617,-0.189049,n
-0.880771,-0.930721,-0.990361,-0.560201,-0.404733,0.524992,0,0,0,-0.741798,-0.741798,0.272173,-0.453609,-0.892883,0.709013,1.855656,-0.400653,n
-0.880771,1.074436,0.413529,-0.756589,0.874295,-0.889883,0,0,0,1.348076,1.348076,1.4317,2.204541,-0.46156,2.105793,-2.323947,-0.118515,n
1.135369,-0.930721,-0.940812,-0.194989,0.347637,-0.832909,0,0,0,-0.741798,-0.741798,-1.719661,-0.453609,0.403344,-1.130769,-0.107491,-0.733173,n
1.135369,1.074436,2.073422,-0.760034,-0.276387,0.339823,0,0,0,-0.741798,-0.741798,-1.711515,-0.453609,-1.547771,0.673599,0.411002,-0.456073,y
1.135369,-0.930721,-0.854101,-0.784152,-0.409158,0.847849,0,0,0,-0.741798,-0.741798,-1.706763,2.204541,-1.333239,0.414961,-0.796175,-0.894395,y
-0.880771,1.074436,-0.22648,-0.711799,0.799058,0.615202,0,0,0,-0.741798,-0.741798,-1.697258,-0.453609,1.261474,0.884754,-0.732848,-0.153782,n
-0.880771,1.074436,0.644758,-0.732471,0.2724,0.562975,0,0,0,-0.741798,-0.741798,-1.692506,2.204541,-0.522532,0.828384,0.426833,-0.697906,n
-0.880771,-0.930721,-0.234738,-0.673899,-0.825174,1.640749,0,0,0,-0.741798,-0.741798,0.86823,-0.453609,-0.210896,-0.097807,-0.075827,0.360113,n
-0.880771,-0.930721,0.083202,-0.308687,-0.457841,-0.614505,0,0,0,-0.741798,-0.741798,-1.673497,2.204541,-0.122825,-0.065444,-0.705142,-1.302488,n
-0.880771,1.074436,-0.965587,1.000566,-0.205576,0.183143,0,0,0,-0.741798,-0.741798,0.514533,-0.453609,0.794019,-1.254915,-0.297473,-0.672715,y
-0.880771,-0.930721,-0.965587,-0.622218,-0.683552,-0.092236,0,0,0,-0.741798,-0.741798,0.348208,-0.453609,-0.201863,-1.859466,1.068022,0.612022,y
1.135369,1.074436,-0.507258,-0.577428,-0.73666,-0.272656,0,0,0,-0.741798,-0.741798,-1.648379,-0.453609,-0.57673,0.441222,0.102281,1.256909,y
1.135369,-0.930721,-0.214093,-0.239779,-0.51095,-0.396101,0,0,0,1.348076,1.348076,1.517239,-0.453609,0.547871,0.300497,0.157692,-0.123553,y
1.135369,1.074436,4.005836,-0.184652,-0.732235,0.083437,0,0,0,1.348076,1.348076,1.669308,-0.453609,-0.890625,-1.122413,1.657758,-0.355309,y
-0.880771,1.074436,-1.015136,2.02385,-0.121488,0.12142,0,0,0,1.348076,1.348076,1.67406,2.204541,-0.563181,1.719161,-0.170818,-1.015311,y
-0.880771,-0.930721,0.277269,1.631074,-0.413584,0.719656,0,0,0,1.348076,1.348076,1.683565,-0.453609,-0.425428,-0.605534,0.173524,0.475991,y
1.135369,1.074436,-0.755003,2.168557,-0.44899,-0.391354,0,0,0,-0.741798,-0.741798,0.538294,-0.453609,0.543355,0.140141,0.581194,0.027593,n
1.135369,1.074436,-0.771519,1.42435,-0.024122,-0.457824,0,0,0,1.348076,1.348076,1.693069,-0.453609,1.055974,0.610995,-0.661605,0.662404,y
1.135369,1.074436,1.094828,-0.760034,0.387468,-0.002026,0,0,0,1.348076,1.348076,1.702573,-0.453609,-1.484541,0.75066,-0.72889,-0.476226,y
1.135369,-0.930721,-0.730229,1.734436,-0.754363,-0.609757,0,0,0,1.348076,1.348076,1.707326,-0.453609,0.556904,-0.626755,-0.566614,-0.828899,n
-0.880771,1.074436,-0.771519,0.242577,1.104432,0.534487,0,0,0,1.348076,1.348076,1.712078,-0.453609,1.636341,-1.174804,1.578599,0.168662,y
-0.880771,-0.930721,1.309541,-0.505075,0.732673,-0.742698,0,0,0,1.348076,1.348076,1.721582,-0.453609,1.004035,-0.505792,-0.099575,-0.541722,n
-0.880771,-0.930721,0.041911,-0.684236,1.228351,-0.908875,0,0,0,-0.741798,-0.741798,0.581063,-0.453609,-2.749153,0.525446,1.07198,-0.924624,n
1.135369,-0.930721,-1.634499,-1.45256,-1.453624,-0.96585,0,0,0,1.348076,1.348076,1.740591,-0.453609,-0.65351,1.465696,1.238215,0.959656,y
1.135369,1.074436,-0.614614,0.807623,0.577773,-0.880388,0,0,0,-0.741798,-0.741798,0.59532,2.204541,-1.491316,1.830575,1.546935,-1.589664,n
-0.880771,-0.930721,0.1823,3.550163,4.122761,4.479994,0,0,0,-0.741798,-0.741798,-1.668745,2.204541,-1.789403,0.924545,1.744833,-1.29745,n
1.135369,1.074436,0.178171,-0.38104,1.772713,-0.73795,0,0,0,1.348076,1.348076,1.764352,-0.453609,0.364954,0.786339,0.224978,-0.849051,y
1.135369,-0.930721,-0.907779,-0.708353,-0.068379,-0.125471,0,0,0,-0.741798,-0.741798,0.619081,-0.453609,-0.630928,0.431407,0.149776,1.720422,n
-0.880771,-0.930721,-0.911908,-0.601546,-0.134765,-0.614505,0,0,0,-0.741798,-0.741798,-1.382258,-0.453609,-0.046045,-0.192641,0.244767,0.304693,y
1.135369,-0.930721,0.586951,-0.11919,-0.457841,-0.343875,0,0,0,-0.741798,-0.741798,-1.310975,-0.453609,-0.454409,-0.459679,0.114815,4.118597,n
1.135369,-0.930721,-0.870618,-0.632555,0.206014,-0.728455,0,0,0,1.348076,1.348076,1.859395,2.204541,-1.956136,-0.331466,0.207167,-0.961571,n
1.135369,-0.930721,-0.986232,0.535437,-0.227705,-0.258412,0,0,0,-0.741798,-0.741798,0.718876,-0.453609,-1.009559,-0.507318,0.507312,1.544925,n
-0.880771,-0.930721,-0.866488,-0.480957,1.954167,-0.633497,0,0,0,1.348076,1.348076,1.873651,-0.453609,-0.411126,0.637655,-1.478263,-0.138668,y
-0.880771,1.074436,-0.065445,-0.72558,-0.820749,-0.923119,0,0,0,-0.741798,-0.741798,-1.28382,-0.453609,-0.458173,0.137842,-0.007222,2.061339,n
-0.880771,-0.930721,-0.057187,-0.422385,-0.856154,-0.913623,0,0,0,-0.741798,-0.741798,-1.274316,-0.453609,0.096977,0.084014,-0.55474,1.120878,n
1.135369,-0.930721,0.050169,-0.370704,-0.559632,0.909572,0,0,0,-0.741798,-0.741798,-1.25395,2.204541,0.608844,0.810965,-1.108854,1.452559,y
1.135369,-0.930721,-0.214093,-0.701463,-0.630444,-0.73795,0,0,0,-0.741798,-0.741798,-1.249197,-0.453609,0.47335,-0.698533,-0.257893,-0.90699,y
1.135369,1.074436,-0.816939,-0.046836,-0.758789,-0.799673,0,0,0,-0.741798,-0.741798,-1.244445,-0.453609,-0.493928,-0.070174,-0.828499,-1.54516,y
1.135369,-0.930721,-0.705454,-0.401713,1.347845,-0.889883,0,0,0,-0.741798,-0.741798,-1.234941,-0.453609,1.165875,-0.624036,1.856316,-1.112716,n
-0.880771,-0.930721,0.285527,-0.446503,1.706327,-0.67148,0,0,0,1.348076,1.348076,1.930677,2.204541,1.064255,0.415602,-1.973008,-0.457752,n
1.135369,-0.930721,0.310302,-0.766925,2.520657,-0.628749,0,0,0,-0.741798,-0.741798,-1.206428,2.204541,-2.315572,2.798723,0.916301,-0.000118,y
-0.880771,1.074436,-0.85823,0.21846,0.267974,-0.733203,0,0,0,-0.741798,-0.741798,-1.201676,-0.453609,-0.450645,0.190122,1.414344,-0.138668,y
-0.880771,-0.930721,-0.618743,0.273586,-0.763215,-0.937362,0,0,0,-0.741798,-0.741798,-1.196924,-0.453609,0.556152,-0.831942,0.157692,-1.121113,n
-0.880771,-0.930721,1.119603,0.817959,3.857219,-0.462572,0,0,0,-0.741798,-0.741798,-1.712872,2.204541,-1.18269,0.86435,1.694699,-1.242869,n
-0.880771,-0.930721,-0.478354,-0.129526,-0.559632,-0.676228,0,0,0,-0.741798,-0.741798,0.828176,2.204541,-1.312539,2.519415,1.256025,1.301413,y
-0.880771,1.074436,-0.152156,-0.760034,0.644159,-0.343875,0,0,0,-0.741798,-0.741798,-1.168411,-0.453609,1.045436,0.377137,-1.009905,0.06286,y
1.135369,-0.930721,-0.416418,-0.105408,-0.347199,-0.424589,0,0,0,-0.741798,-0.741798,0.847184,-0.453609,-0.616249,-1.448806,1.061426,-0.894395,n
-0.880771,-0.930721,0.793405,-0.477511,-0.803046,0.430034,0,0,0,-0.741798,-0.741798,0.851937,-0.453609,-0.170248,-0.023089,0.655735,0.56248,n
1.135369,1.074436,0.8636,-0.136417,-0.148042,-0.823413,0,0,0,1.348076,1.348076,2.006712,-0.453609,0.765038,0.799249,-0.182032,0.293776,y
-0.880771,1.074436,-0.556807,-0.704908,0.909701,-0.638244,0,0,0,1.348076,1.348076,2.016216,-0.453609,1.042425,0.840587,-0.182692,-1.111037,y
-0.880771,1.074436,0.516756,0.742161,-0.794195,-0.752194,0,0,0,-0.741798,-0.741798,-1.135145,-0.453609,0.275754,-0.054479,0.566681,0.113242,y
1.135369,-0.930721,-0.507258,-0.791043,0.170609,0.539235,0,0,0,-0.741798,-0.741798,-1.079477,-0.453609,-0.091209,-1.36823,-0.742743,0.927748,y
-0.880771,-0.930721,-1.745984,-1.014994,-3.551407,-0.96585,0,0,0,-0.741798,-0.741798,0.839717,-0.453609,0.593789,-0.741971,-0.277683,1.50294,n
-0.880771,-0.930721,0.165784,-0.515411,1.184094,-0.386606,0,0,0,-0.741798,-0.741798,-1.065221,-0.453609,0.497814,-0.701849,0.223658,0.495304,y
-0.880771,1.074436,2.201424,0.404511,-0.718958,-0.785429,0,0,0,-0.741798,-0.741798,-1.044854,2.204541,-1.773595,1.451261,-1.748724,-0.781036,y
1.135369,1.074436,-0.230609,-0.794488,-0.665849,1.118479,0,0,0,-0.741798,-0.741798,-1.046212,2.204541,1.478265,0.113083,-0.899082,0.269425,n
1.135369,-0.930721,0.31856,-0.491293,0.139629,-0.837656,0,0,0,-0.741798,-0.741798,-1.036708,-0.453609,2.39285,-2.775488,-0.808709,1.020115,n
1.135369,1.074436,-0.086091,-0.715244,-0.701255,-0.096984,0,0,0,-0.741798,-0.741798,-1.031956,-0.453609,-0.006526,1.034897,-2.213783,1.784239,n
-0.880771,-0.930721,0.149267,-0.587764,-0.38703,3.297767,0,0,0,-0.741798,-0.741798,-1.022451,-0.453609,0.966398,-1.367567,-1.573914,1.511337,n
1.135369,1.074436,1.648126,-0.288014,2.653428,-0.638244,0,0,0,-0.741798,-0.741798,-1.006837,-0.453609,-0.685878,-1.611947,-0.073188,0.046066,y
-0.880771,-0.930721,-0.717841,0.025517,0.542368,0.833605,0,0,0,-0.741798,-0.741798,-0.233593,2.204541,-0.998267,0.339226,0.998758,-0.285615,y
-0.880771,-0.930721,-0.895392,-0.629109,0.750376,0.434781,0,0,0,-0.741798,-0.741798,-0.992581,-0.453609,-0.62754,-0.851063,0.388573,1.305612,n
1.135369,1.074436,0.240107,-0.263897,1.038046,0.30184,0,0,0,-0.741798,-0.741798,-0.993938,-0.453609,1.811354,-0.538376,0.24015,0.197211,n
1.135369,-0.930721,-0.833456,-0.308687,0.028986,0.216378,0,0,0,-0.741798,-0.741798,-1.07201,2.204541,-0.663296,0.481367,-0.149049,2.023553,n
-0.880771,-0.930721,1.594448,-0.243224,-0.462267,2.011085,0,0,0,-0.741798,-0.741798,-0.195575,-0.453609,-0.774326,-0.538155,1.005355,-0.499737,n
1.135369,-0.930721,-0.928425,-0.567092,0.082095,1.071,0,0,0,-0.741798,-0.741798,-0.954563,-0.453609,0.144024,0.579848,0.619454,-0.184851,y
-0.880771,-0.930721,-0.416418,-0.387931,2.573765,0.543983,0,0,0,-0.741798,-0.741798,-0.960673,-0.453609,0.501578,-1.24289,-0.007222,-1.062334,n
-0.880771,1.074436,-0.924296,-0.701463,-0.347199,0.852597,0,0,0,-0.741798,-0.741798,-0.946417,-0.453609,0.714228,1.808381,-1.207803,-1.373022,n
1.135369,-0.930721,-0.973845,-0.649782,0.675139,1.199194,0,0,0,-0.741798,-0.741798,-0.930803,2.204541,-1.135643,2.101283,1.199954,-1.1589,y
1.135369,-0.930721,-0.746745,-0.71869,0.006858,0.468017,0,0,0,-0.741798,-0.741798,-0.157558,-0.453609,1.282551,-0.486096,-1.072573,2.691112,n
-0.880771,-0.930721,0.240107,-0.794488,-0.670275,0.092932,0,0,0,-0.741798,-0.741798,-0.916546,-0.453609,0.113914,-1.40371,0.639244,-1.133709,y
-0.880771,-0.930721,-0.176931,-0.184652,0.037837,-0.519547,0,0,0,-0.741798,-0.741798,-1.000727,-0.453609,0.456413,0.385648,-0.327157,0.407136,y
1.135369,-0.930721,-0.073704,-0.673899,-0.20115,0.297092,0,0,0,-0.741798,-0.741798,-0.90229,-0.453609,1.098128,0.175532,-0.172137,1.515536,y
-0.880771,-0.930721,-0.445321,-0.281124,-0.183448,-0.101732,0,0,0,1.348076,1.348076,-0.831007,-0.453609,0.669063,-1.588404,0.540295,-0.835616,y
1.135369,1.074436,-0.375127,0.256359,-0.302942,-0.614505,0,0,0,-0.741798,-0.741798,1.082077,-0.453609,0.484641,-0.438347,-0.732848,0.092249,y
1.135369,1.074436,-0.040671,-0.343141,-0.710106,-0.343875,0,0,0,1.348076,1.348076,-0.811999,-0.453609,-1.178926,-0.093938,0.985565,-0.592104,y
1.135369,-0.930721,-0.238867,-0.453394,1.440785,-0.201437,0,0,0,-0.741798,-0.741798,-0.803852,-0.453609,-0.13261,0.119604,-1.567317,1.112481,n
-0.880771,-0.930721,0.475465,-0.305241,0.984938,-0.87564,0,0,0,-0.741798,-0.741798,1.115342,-0.453609,0.81886,0.156985,0.866167,2.188973,n
1.135369,1.074436,-0.668292,-0.735917,-0.502098,-0.600261,0,0,0,1.348076,1.348076,-0.773981,-0.453609,0.093213,0.146352,-0.139154,-0.084087,y
-0.880771,1.074436,0.892503,-0.611882,-0.758789,-0.956354,0,0,0,1.348076,1.348076,-0.769229,-0.453609,-0.145783,0.389848,0.081832,0.067058,y
1.135369,1.074436,4.12145,-0.177762,0.644159,0.297092,0,0,0,1.348076,1.348076,-0.759725,-0.453609,-1.124352,0.833513,-0.251296,-1.02035,y
1.135369,1.074436,-0.816939,-0.322468,-0.524227,-0.201437,0,0,0,1.348076,1.348076,-0.75022,-0.453609,-0.271868,0.147016,-0.973624,-1.041342,y
-0.880771,1.074436,-0.020025,-0.360368,-0.670275,-0.908875,0,0,0,1.348076,1.348076,-0.745468,2.204541,-0.317033,0.1395,0.668928,0.465914,y
-0.880771,-0.930721,-1.002748,-0.529193,0.068817,-0.652488,0,0,0,-0.741798,-0.741798,2.42015,-0.453609,1.224213,-1.390225,0.207167,0.029272,n
1.135369,-0.930721,2.370717,-0.615328,-0.679126,-0.657236,0,0,0,-0.741798,-0.741798,-0.742074,-0.453609,-1.427332,0.674019,0.005971,1.049504,n
-0.880771,1.074436,1.202185,-0.157089,-0.311793,-0.552782,0,0,0,1.348076,1.348076,-0.712203,2.204541,-1.399104,1.290662,-1.32984,1.083092,y
-0.880771,-0.930721,-0.961458,-0.625664,0.506962,-0.885135,0,0,0,-0.741798,-0.741798,0.056289,-0.453609,1.139529,-0.419668,1.391256,-0.65928,n
-0.880771,1.074436,-0.717841,-0.787598,0.051115,0.054949,0,0,0,-0.741798,-0.741798,0.065793,2.204541,1.101892,1.445624,-1.03959,-0.927983,y
1.135369,-0.930721,1.383865,-0.691126,-0.648146,-0.453076,0,0,0,1.348076,1.348076,-0.693195,2.204541,0.580616,0.093298,0.372082,-0.029507,y
1.135369,-0.930721,0.805792,-0.515411,-0.581761,-0.704715,0,0,0,1.348076,1.348076,-0.68369,-0.453609,1.894156,1.137026,-0.812007,-0.730654,y
-0.880771,1.074436,-0.478354,-0.780707,-0.497672,-0.329631,0,0,0,-0.741798,-0.741798,-0.685048,-0.453609,1.34277,-0.59563,-0.67018,0.898358,n
-0.880771,-0.930721,-0.738487,-0.708353,-0.338347,-0.771186,0,0,0,-0.741798,-0.741798,-0.680296,-0.453609,0.303982,-1.704791,-0.119365,-0.940578,n
1.135369,1.074436,0.198816,0.301149,-0.674701,-0.576522,0,0,0,1.348076,1.348076,-0.664682,-0.453609,-0.571084,0.233228,0.873423,0.910954,y
1.135369,1.074436,-0.833456,0.339049,-0.8296,-0.362866,0,0,0,-0.741798,-0.741798,-0.666039,-0.453609,-1.180808,-0.522902,-0.307368,0.239196,n
1.135369,1.074436,-0.441192,-0.129526,-0.838452,-0.832909,0,0,0,1.348076,1.348076,-0.650425,-0.453609,0.778211,-0.410494,0.052147,0.31057,y
-0.880771,-0.930721,-0.073704,-0.542974,-0.76764,-0.823413,0,0,0,1.348076,1.348076,-0.584574,-0.453609,-1.017086,-0.48068,0.596366,-0.802028,y
1.135369,1.074436,0.302044,-0.756589,-0.692403,0.187891,0,0,0,1.348076,1.348076,-0.579822,-0.453609,0.518514,-0.333455,-0.409615,0.373548,y
-0.880771,-0.930721,0.099718,-0.505075,-0.683552,-0.396101,0,0,0,1.348076,1.348076,-0.569638,-0.453609,-0.57673,-0.539924,1.338483,-0.680272,n
1.135369,1.074436,-0.742616,-0.033055,-0.010845,-0.946858,0,0,0,1.348076,1.348076,-0.560134,-0.453609,-0.467582,-0.054479,0.438048,-0.571112,y
1.135369,1.074436,0.314431,-0.239779,-0.789769,-0.453076,0,0,0,1.348076,1.348076,-0.55063,-0.453609,-0.868419,0.833402,-0.594319,-0.163858,y
1.135369,-0.930721,-0.432934,-0.560201,-0.842877,-0.329631,0,0,0,1.348076,1.348076,-0.541125,-0.453609,1.197867,-0.037789,0.457837,1.238436,n
1.135369,1.074436,-0.709583,-0.753144,-0.276387,0.282849,0,0,0,1.348076,1.348076,-0.531621,-0.453609,0.142142,0.114188,-0.736146,-0.865006,y
-0.880771,-0.930721,-0.379256,-0.487848,-0.758789,-0.961102,0,0,0,-0.741798,-0.741798,-0.537731,-0.453609,-0.416772,0.911989,0.847037,-0.461951,y
-0.880771,1.074436,-1.015136,-0.739362,-0.502098,-0.609757,0,0,0,-0.741798,-0.741798,-0.61105,2.204541,-1.459324,1.600917,-3.364889,-1.280656,n
-0.880771,-0.930721,-0.932554,0.215014,-0.856154,-0.832909,0,0,0,-0.741798,-0.741798,-1.033313,-0.453609,-0.010289,0.341989,0.134604,0.197211,n
-0.880771,1.074436,0.653016,-0.391376,-0.816323,-0.718959,0,0,0,1.348076,1.348076,-0.503108,-0.453609,1.017208,-1.078422,-1.606897,0.931946,n
-0.880771,-0.930721,-0.309062,-0.673899,-0.099359,-0.804421,0,0,0,-0.741798,-0.741798,-0.592041,2.204541,-1.365231,0.428313,-1.158328,0.083852,n
