@relation dataset_scaled

@attribute finished_first_q1 numeric
@attribute finished_first_q2 numeric
@attribute dif_seconds_quali_first_second numeric
@attribute dif_seconds_quali_second_third numeric
@attribute dif_seconds_quali_third_fourth numeric
@attribute dif_seconds_qualif_fourth_fifth numeric
@attribute isAmericas numeric
@attribute isAustralia numeric
@attribute isEurope numeric
@attribute is_reigning_constructor_champion numeric
@attribute is_reigning_driver_champion numeric
@attribute driverAge numeric
@attribute hadRain numeric
@attribute avg_temp numeric
@attribute avg_humidity numeric
@attribute avg_pressure numeric
@attribute avg_wind_speed numeric
@attribute finishedFirst {n,y}

@data
1.135369,1.074436,0.235978,1.017793,-0.79862,-0.695219,0,0,0,1.348076,1.348076,0.77115,-0.453609,0.65589,-0.102559,0.134604,0.281181,y
1.135369,-0.930721,0.09146,-0.72558,1.577982,1.180202,0,0,0,-0.741798,-0.741798,0.851937,-0.453609,0.108268,0.819476,-0.505265,-0.512333,n
-0.880771,-0.930721,-0.247125,-0.80827,0.352062,3.274027,0,0,0,-0.741798,-0.741798,0.861441,2.204541,-2.14244,2.099294,-0.564635,0.873168,y
-0.880771,-0.930721,-0.920167,0.755942,0.453854,-0.861396,0,0,0,-0.741798,-0.741798,-0.28383,-0.453609,0.569325,0.078709,-1.069274,3.152945,n
-0.880771,-0.930721,-0.771519,-0.687681,1.25048,4.437263,0,0,0,-0.741798,-0.741798,0.259953,-0.453609,0.134614,-1.086049,-0.274385,-0.541722,n
1.135369,1.074436,-0.804552,-0.215661,-0.572909,0.30184,0,0,0,-0.741798,-0.741798,0.885202,-0.453609,0.115796,-0.715113,1.810139,0.415533,y
-0.880771,1.074436,-0.837585,-0.804825,0.343211,1.417597,0,0,0,-0.741798,-0.741798,2.190688,-0.453609,0.270108,-0.151855,1.3055,-0.751646,n
-0.880771,1.074436,0.347463,0.5251,-0.533078,-0.248916,0,0,0,-0.741798,-0.741798,0.90421,-0.453609,1.098128,-0.706049,-1.303453,0.008279,y
1.135369,1.074436,0.776889,1.482922,-0.210002,-0.785429,0,0,0,-0.741798,-0.741798,0.913715,-0.453609,0.780093,0.488993,-0.683373,0.75561,n
-0.880771,1.074436,-0.841714,-0.360368,0.706119,-0.410345,0,0,0,-0.741798,-0.741798,-0.226804,-0.453609,0.981453,-0.96513,-0.564635,-0.541722,y
-0.880771,1.074436,1.243476,-0.091627,-0.776492,2.614069,0,0,0,-0.741798,-0.741798,0.927971,-0.453609,-0.330206,1.226997,1.57596,0.134234,y
1.135369,-0.930721,-0.321449,-0.515411,-0.081656,-0.538539,0,0,0,-0.741798,-0.741798,0.321731,-0.453609,1.448155,-1.295944,0.279729,-0.340195,y
1.135369,1.074436,-0.015896,0.21846,-0.086082,-0.44358,0,0,0,-0.741798,-0.741798,0.956484,-0.453609,-0.456291,0.804222,0.774474,-1.377221,y
